"Wind_direction","Humidity","Pressure ","Temperature"
"290.7","37.7","885.6","0.1"
"285.8","37.5","886","0.2"
"287","36.5","886.8","0.4"
"278.8","35.5","887.2","0.5"
"283","35.1","888.4","0.7"
"275.8","34.9","890.9","1"
"297.6","35.3","892.1","1.1"
"284.3","34.6","895.4","1.4"
"279.4","34.1","907.4","1.9"
"296.5","32.9","903.4","2.3"
"304.1","28.6","904.2","2.6"
"310.4","29.5","923.4","3.2"
"301.8","27.7","914.8","3.6"
"304.9","27.3","931.8","3.8"
"303","26.1","931","4.2"
"308.7","27.1","930.8","4.4"
"274.6","24.9","916.6","5.7"
"275.6","26.1","916.6","5.1"
"301.3","26.9","916.3","4.5"
"286.3","26.7","916.6","4.9"
"299","26.6","917.1","5.4"
"301.7","27.2","917.1","5.1"
"328.5","26.7","917.2","5.2"
"301.3","26.4","916.5","5.7"
"256.7","25.7","917.6","6.4"
"268.4","25.9","917","6"
"272.5","25.2","916.3","6.8"
"259.5","25.1","914.9","6.7"
"272.6","25.3","914.3","6.3"
"306.5","25.1","915.6","6.5"
"290.9","25.3","916.5","6.2"
"293.1","25.5","915","6"
"286.1","25.2","915.6","6.1"
"315.7","25.5","916","5.8"
"313.2","25.5","916.7","5.8"
"315.2","25.4","914.2","5.7"
"74.8","25.5","896.9","5.6"
"97.8","36","894.4","4.4"
"99.8","36.6","892.8","4.1"
"91","39.1","891.8","3.6"
